V1,location_name,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,deaths_mean,deaths_lower,deaths_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,totdea_mean,totdea_lower,totdea_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
18496,Friuli-Venezia Giulia,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18497,Friuli-Venezia Giulia,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18498,Friuli-Venezia Giulia,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18499,Friuli-Venezia Giulia,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18500,Friuli-Venezia Giulia,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18501,Friuli-Venezia Giulia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18502,Friuli-Venezia Giulia,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18503,Friuli-Venezia Giulia,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
18504,Friuli-Venezia Giulia,2020-03-05,14.5441473684211,12.15,17.7,4,4,4,4,4,4,0,0,0,14.5441473684211,12.15,17.7,4,4,4,0,0,0,0,0,0,0,0,0,,,,,,,,
18505,Friuli-Venezia Giulia,2020-03-06,18.2140105263158,15.34875,21.8025,5,5,5,5,5,5,0,0,0,3.66986315789474,2.7,5.45,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
18506,Friuli-Venezia Giulia,2020-03-07,25.4357947368421,21.99875,29.6,7,7,7,7,7,7,0,0,0,7.22178421052632,5.65,9.55,2,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,
18507,Friuli-Venezia Giulia,2020-03-08,32.6999315789474,28.6,37.60125,9.92213684210526,9.5,10.45,9.67885789473684,9.34875,10.1,0,0,0,7.26413684210526,5.75,9.5525,2.92213684210526,2.5,3.45,0,0,0,0,0,0,0,0,0,,,,,,,,
18508,Friuli-Venezia Giulia,2020-03-09,43.5672289473684,38.9,48.8,13.1597684210526,12.7,13.75,12.8553368421053,12.45,13.35,0,0,0,10.8672973684211,8.89875,13.90125,3.23763157894737,3.05,3.5,0,0,0,0,0,0,0,0,0,,,,,,,,
18509,Friuli-Venezia Giulia,2020-03-10,54.4384921052632,49.24875,60.20125,16.6302026315789,16.05,17.35,16.2002157894737,15.7,16.8,4,4,4,10.8712631578947,8.89875,13.60125,3.47043421052632,3.2,3.9,4,4,4,0,0,0,0,0,0,,,,,,,,
18510,Friuli-Venezia Giulia,2020-03-11,64.9662921052632,59.14875,71.0525,17.0956394736842,16.4,17.85125,16.5433394736842,16,17.2,1,1,1,14.5278,11.99875,17.45125,4.46543684210526,4.19875,4.80125,5,5,5,0,0,0,0,0,0,,,,,,,,
18511,Friuli-Venezia Giulia,2020-03-12,68.8731105263158,62.94875,75.20375,20.7983289473684,20.05,21.65,20.0611684210526,19.45,20.8,2,2,2,14.5288289473684,12.05,17.65,4.70268947368421,4.35,5.15,7,7,7,0,0,0,0,0,0,,,,,,,,
18512,Friuli-Venezia Giulia,2020-03-13,82.6625315789474,75.9425,89.40125,24.4962447368421,23.65,25.45125,23.5724736842105,22.85,24.45,2,2,2,18.2216526315789,15.55,21.7525,5.69791578947368,5.35,6.15,9,9,9,0,0,0,0,0,0,,,,,,,,
18513,Friuli-Venezia Giulia,2020-03-14,93.9873315789474,87.14875,101.7,28.4213684210526,27.45,29.55,27.2554894736842,26.49875,28.15,3,3,3,18.07615,15.45,21.40125,5.92512368421053,5.5,6.4,12,12,12,0,0,0,0,0,0,,,,,,,,
18514,Friuli-Venezia Giulia,2020-03-15,104.3036,96.54625,112.40125,31.3573236842105,30.25,32.55,29.9452368421053,29.05,30.8525,3,3,3,18.1149684210526,15.35,21.6,5.93595526315789,5.5,6.45,15,15,15,0,0,0,0,0,0,,,,,,,,
18515,Friuli-Venezia Giulia,2020-03-16,112.232560526316,104.35,120.5,34.5210842105263,33.25,35.8,32.8060157894737,31.8,33.9,4,4,4,18.0935684210526,15.4,21.55,6.16376052631579,5.65,6.75,19,19,19,0,0,0,1.52108421052632,0.25,2.8,,,,,,,,
18516,Friuli-Venezia Giulia,2020-03-17,119.154718421053,111.25,127.25125,36.6823789473684,35.35,38,34.6623105263158,33.55,35.8,4,4,4,18.0955052631579,15.25,21.70125,6.16129473684211,5.7,6.75,23,23,23,0,0,0,3.68237894736842,2.35,5,,,,,,,,
18517,Friuli-Venezia Giulia,2020-03-18,127.245815789474,119.3,135.8525,39.8370973684211,38.34875,41.2,37.5159631578947,36.3,38.7,5,5,5,21.6937736842105,18.79875,25.55125,7.15471842105263,6.65,7.75,28,28,28,0,0,0,6.83709736842105,5.34875,8.2,,,,,,,,
18518,Friuli-Venezia Giulia,2020-03-19,134.428218421053,126.2475,143.35375,41.9867710526316,40.4,43.55,39.36205,38.05,40.75,5,5,5,21.7752763157895,18.65,25.455,7.14967368421053,6.65,7.8,33,33,33,0,0,0,8.98677105263158,7.4,10.55,,,,,,,,
18519,Friuli-Venezia Giulia,2020-03-20,139.126060526316,130.64625,147.85375,44.1301921052632,42.4,45.85125,41.2032394736842,39.75,42.7,5,5,5,21.7557342105263,18.7,25.6,7.14342105263158,6.65,7.7,38,38,38,0,0,0,11.1301921052632,9.4,12.85125,,,,,,,,
18520,Friuli-Venezia Giulia,2020-03-21,147.483331578947,138.89875,156.70125,46.5913289473684,44.79875,48.3525,43.5420947368421,42.05,45.05125,5,5,5,25.2721263157895,21.95,29.2,8.38327368421053,7.85,9.05,43,43,43,0,0,0,13.5913289473684,11.79875,15.3525,,,,,,,,
18521,Friuli-Venezia Giulia,2020-03-22,155.874568421053,147.04875,164.90125,49.7452815789474,47.9,51.6,46.3925842105263,44.9,47.95,5,5,5,25.3514868421053,21.89875,29.6,8.39158421052632,7.85,9.05,48,48,48,0,0,0,16.7452815789474,14.9,18.6,,,,,,,,
18522,Friuli-Venezia Giulia,2020-03-23,164.273531578947,155.4475,173.55,52.6663789473684,50.79875,54.65125,49.0695473684211,47.45,50.7,6,6,6,25.3428578947368,22.05,29.355,8.39153157894737,7.8,9,54,54,54,0,0,0,19.6663789473684,17.79875,21.65125,,,,,,,,
18523,Friuli-Venezia Giulia,2020-03-24,175.442684210526,166.38875,185.70125,55.821252631579,53.9,57.75,51.9176526315789,50.39875,53.60125,6,6,6,29.1212368421053,25.4,33.4,9.62031052631579,9,10.3,60,60,60,0,0,0,22.8212526315789,20.9,24.75,,,,,,,,
18524,Friuli-Venezia Giulia,2020-03-25,183.184165789474,173.74875,193.9025,58.7409578947368,56.65,60.7,54.5915815789474,52.9,56.35,6,6,6,28.9731184210526,25.29875,33.55125,9.62239473684211,9.05,10.3,66,66,66,0,0,0,25.7409578947368,23.65,27.7,,,,,,,,
18525,Friuli-Venezia Giulia,2020-03-26,191.694039473684,181.7975,202.75375,61.6541184210526,59.59875,63.6,57.2723605263158,55.55,59.1,6.999,7,7,29.1311973684211,25.39875,33.35,9.61107631578947,9.05,10.3,72.999,73,73,0,0,0,28.6541184210526,26.59875,30.6,,,,,,,,
18526,Friuli-Venezia Giulia,2020-03-27,199.005755263158,188.79125,210.0075,63.5869315789474,61.54875,65.75,58.9569394736842,57.15,60.75,7,7,7,29.1453526315789,25.6,33.55125,9.85693684210526,9.2,10.6,79.999,80,80,0,0,0,30.5869315789474,28.54875,32.75,,,,,,,,
18527,Friuli-Venezia Giulia,2020-03-28,203.974352631579,193.4975,214.85125,65.49585,63.4,67.60125,60.6293421052632,58.94875,62.45,7,7,7,29.08685,25.4,33.75,9.84487368421053,9.2,10.50125,86.999,87,87,0,0,0,32.49585,30.4,34.60125,,,,,,,,
18528,Friuli-Venezia Giulia,2020-03-29,208.658460526316,198.2975,219.2525,67.2093842105263,65.15,69.35,62.1574736842105,60.45,63.95,8,8,8,29.1158894736842,25.54875,33.40125,9.8772947368421,9.2,10.55,94.999,95,95,0,0,0,34.2093842105263,32.15,36.35,,,,,,,,
18529,Friuli-Venezia Giulia,2020-03-30,208.533102631579,198.15,220.45,66.9185236842105,64.89875,69.1525,61.6808631578947,59.85,63.5,8,8,8,25.3043394736842,21.9,29.25,8.87043421052632,8.25,9.6,102.999,103,103,0,0,0,33.9185236842105,31.89875,36.1525,,,,,,,,
18530,Friuli-Venezia Giulia,2020-03-31,205.808918421053,195.74875,217.4,66.631452631579,64.55,69,61.2002157894737,59.34875,63.1,8,8,8,25.4652394736842,22,29.9025,8.86764736842105,8.25,9.60125,110.999,111,111,0,0,0,33.6314526315789,31.55,36,,,,,,,,
18531,Friuli-Venezia Giulia,2020-04-01,203.076039473684,193.25,215.4525,66.3375921052632,64.19875,68.8,60.7237157894737,58.89875,62.65,8,8,8,25.3313210526316,22.1,29.25,8.85581315789474,8.25,9.55,118.999,119,119,0,0,0,33.3375921052632,31.19875,35.8,,,,,,,,
18532,Friuli-Venezia Giulia,2020-04-02,196.411710526316,186.55,208.5,64.8079894736842,62.55,67.15125,59.0716184210526,57.2,61,8,8,8,21.7533342105263,18.7,25.5,7.61381842105263,7.04875,8.25,126.999,127,127,0,0,0,31.8079894736842,29.55,34.15125,,,,,,,,
18533,Friuli-Venezia Giulia,2020-04-03,189.698005263158,180.1975,200.8025,63.0365394736842,60.7,65.5,57.2414157894737,55.35,59.2,8,8,8,21.7225078947368,18.75,25.5,7.61282368421053,7.05,8.25,134.999,135,135,0,0,0,30.0365394736842,27.7,32.5,,,,,,,,
18534,Friuli-Venezia Giulia,2020-04-04,183.057747368421,173.64875,193.455,61.2519368421053,58.94875,63.70125,55.3998921052632,53.45,57.40125,7,7,7,21.7336631578947,18.54875,25.80125,7.60698157894737,7.05,8.25,141.999,142,142,0,0,0,28.2519368421053,25.94875,30.70125,,,,,,,,
18535,Friuli-Venezia Giulia,2020-04-05,177.394226315789,168.14875,186.65375,60.2326447368421,57.94875,62.7,54.3881,52.4,56.30125,7,7,7,21.7462289473684,18.64875,25.65,7.37223947368421,6.85,7.95,148.999,149,149,0,0,0,27.2326447368421,24.94875,29.7,,,,,,,,
18536,Friuli-Venezia Giulia,2020-04-06,174.215268421053,165.25,183.66125,59.0003394736842,56.7,61.5,53.2168236842105,51.3,55.15,7,7,7,21.6549842105263,18.64875,25.4,7.38800526315789,6.89875,8.05,155.999,156,156,0,0,0,26.0003394736842,23.7,28.5,,,,,,,,
18537,Friuli-Venezia Giulia,2020-04-07,170.711894736842,162.09875,180.10125,57.7619210526316,55.5,60.30125,52.0434447368421,50.24875,53.90125,6,6,6,21.7333157894737,18.69875,25.25125,7.38397631578947,6.85,8,161.999,162,162,0,0,0,24.7619210526316,22.5,27.30125,,,,,,,,
18538,Friuli-Venezia Giulia,2020-04-08,168.338339473684,159.39875,177.305,57.5622421052632,55.34875,59.9,51.8910710526316,50.05,53.85,6,6,6,21.7423684210526,18.5,25.55,7.41139736842105,6.89875,8,167.999,168,168,0,0,0,24.5622421052632,22.34875,26.9,,,,,,,,
18539,Friuli-Venezia Giulia,2020-04-09,168.263118421053,159.2,177.3,57.0913236842105,54.9,59.5,51.5446578947368,49.65,53.50125,6,6,6,21.6974052631579,18.65,25.55125,7.38601842105263,6.85,8.05,173.999,174,174,0,0,0,24.0913236842105,21.9,26.5,,,,,,,,
18540,Friuli-Venezia Giulia,2020-04-10,164.376805263158,155.2,173.45,55.624,53.45,57.85,50.1915263157895,48.3975,52,6,6,6,18.0685,15.34875,21.6,6.37755,5.85,7,179.999,180,180,0,0,0,22.624,20.45,24.85,,,,,,,,
18541,Friuli-Venezia Giulia,2020-04-11,160.434676315789,151.6475,169.95125,54.1440342105263,52,56.45125,48.8380447368421,46.99875,50.70125,6,6,6,18.0299526315789,15.39875,21.45,6.39732894736842,5.85,7.05,185.999,186,186,0,0,0,21.1440342105263,19,23.45125,,,,,,,,
18542,Friuli-Venezia Giulia,2020-04-12,156.579297368421,147.75,166.15125,52.6527631578947,50.49875,54.8025,47.4736947368421,45.7,49.25,6,6,6,18.0905289473684,15.29875,21.50125,6.37916315789474,5.85,6.95,191.999,192,192,0,0,0,19.6527631578947,17.49875,21.8025,,,,,,,,
18543,Friuli-Venezia Giulia,2020-04-13,152.498355263158,143.44875,161.35,50.9434736842105,48.95,53.10125,45.9518184210526,44.35,47.65,6,6,6,18.0449605263158,15.24875,21.55,6.15835789473684,5.65,6.75,197.999,198,198,0,0,0,17.9434736842105,15.95,20.10125,,,,,,,,
18544,Friuli-Venezia Giulia,2020-04-14,148.318618421053,139.4975,157.85,49.2384947368421,47.2,51.35,44.4272842105263,42.75,46.1,6,6,6,18.0209026315789,15.2,21.55125,6.15083421052632,5.65,6.70125,203.999,204,204,0,0,0,16.2384947368421,14.2,18.35,,,,,,,,
18545,Friuli-Venezia Giulia,2020-04-15,144.246047368421,135.5475,153.55,47.7894526315789,45.8,50,43.09875,41.45,44.85125,5,5,5,18.1497631578947,15.4,22.05,6.16477631578947,5.7,6.75,208.999,209,209,0,0,0,14.7894526315789,12.8,17,,,,,,,,
18546,Friuli-Venezia Giulia,2020-04-16,144.811486842105,136.09875,154.05125,48.3153710526316,46.3,50.4,43.7521552631579,42.09875,45.55,5,5,5,21.7541157894737,18.69875,25.65125,7.13874210526316,6.65,7.65,213.999,214,214,0,0,0,15.3153710526316,13.3,17.4,,,,,,,,
18547,Friuli-Venezia Giulia,2020-04-17,147.952307894737,138.75,156.80125,48.8649131578947,46.8,50.90125,44.4214526315789,42.84875,46.15,5,5,5,21.9186105263158,18.7475,25.7,7.15652368421053,6.65,7.75,218.999,219,219,0,0,0,15.8649131578947,13.8,17.90125,,,,,,,,
18548,Friuli-Venezia Giulia,2020-04-18,147.316631578947,138.4475,156.6025,48.65125,46.65,50.8,44.26845,42.55,46,5,5,5,18.0992552631579,15.35,21.45,6.15857631578947,5.69875,6.75125,223.999,224,224,0,0,0,15.65125,13.65,17.8,,,,,,,,
18549,Friuli-Venezia Giulia,2020-04-19,146.947410526316,138.29875,156.35125,48.6626289473684,46.64875,50.8,44.2756289473684,42.59875,46.1,5,5,5,18.17035,15.55,21.60125,6.39938421052632,5.85,7.05,228.999,229,229,0,0,0,15.6626289473684,13.64875,17.8,,,,,,,,
18550,Friuli-Venezia Giulia,2020-04-20,146.572907894737,137.94875,156.45375,48.6922447368421,46.65,50.75,44.3001394736842,42.6,46.05125,5,5,5,18.1445394736842,15.35,21.75,6.41359210526316,5.9,7.05,233.999,234,234,0,0,0,15.6922447368421,13.65,17.75,,,,,,,,
18551,Friuli-Venezia Giulia,2020-04-21,146.246618421053,137.8475,155.70125,48.4415789473684,46.44875,50.6,44.1121289473684,42.44875,46,6,6,6,18.1450710526316,15.35,21.8,6.16073157894737,5.65,6.7,239.999,240,240,0,0,0,15.4415789473684,13.44875,17.6,,,,,,,,
18552,Friuli-Venezia Giulia,2020-04-22,144.970723684211,136.55,154.65,47.2161052631579,45.04875,49.4,42.9468105263158,41.25,44.85125,6,6,6,18.0875315789474,15.35,21.80125,6.16054473684211,5.7,6.75,245.999,246,246,0,0,0,14.2161052631579,12.04875,16.4,,,,,,,,
18553,Friuli-Venezia Giulia,2020-04-23,141.302302631579,132.95,150.05625,45.9957157894737,43.84875,48.10125,41.7863368421053,40.1,43.6,5,5,5,18.0743157894737,15.4475,21.6,6.15716052631579,5.65,6.7,250.999,251,251,0,0,0,12.9957157894737,10.84875,15.10125,,,,,,,,
18554,Friuli-Venezia Giulia,2020-04-24,142.057005263158,134.24875,150.60125,46.7640842105263,44.75,48.7,42.6090289473684,40.9,44.25125,5,5,5,21.6436973684211,18.7,25.55,7.16569736842105,6.65,7.75,255.999,256,256,0,0,0,13.7640842105263,11.75,15.7,,,,,,,,
18555,Friuli-Venezia Giulia,2020-04-25,145.568705263158,137.4975,154.8,47.5321710526316,45.55,49.55,43.4396763157895,41.8,45.20125,5,5,5,21.8616210526316,18.65,25.50125,7.14725,6.65,7.65,260.999,261,261,0,0,0,14.5321710526316,12.55,16.55,,,,,,,,
18556,Friuli-Venezia Giulia,2020-04-26,148.9283,140.34875,158.155,48.5278868421053,46.6,50.55,44.4393842105263,42.8,46.15,5,5,5,21.7554184210526,18.65,25.4525,7.15407368421053,6.65,7.7,265.999,266,266,0,0,0,15.5278868421053,13.6,17.55,,,,,,,,
18557,Friuli-Venezia Giulia,2020-04-27,150.423542105263,135.49875,169.61625,49.2289736842105,45.45,54.30125,45.0799763157895,41.45,50.15125,5,5,5,19.8601710526316,7.49875,37.4025,6.85192105263158,3.45,11.6,270.999,271,271,0,0,0,16.2289736842105,12.45,21.30125,,,,,,,,
18558,Friuli-Venezia Giulia,2020-04-28,151.277607894737,126.19875,187.305,49.8105815789474,43.24875,59.60625,45.5982763157895,38.9,55.5025,5,5,5,19.2307684210526,7.3975,37.8,6.74638421052632,3.4,11.7025,275.999,276,276,0,0,0,16.8105815789474,10.24875,26.60625,,,,,,,,
18559,Friuli-Venezia Giulia,2020-04-29,151.716318421053,115.64125,204.655,50.2291526315789,40.39875,64.95625,45.9469842105263,36,60.65,6,6,6,18.7581552631579,6.85,36.8025,6.55731315789474,3.34875,11.4,281.999,282,282,0,0,0,17.2291526315789,7.39875,31.95625,,,,,,,,
18560,Friuli-Venezia Giulia,2020-04-30,150.524431578947,103.99625,220.28125,49.2794763157895,35.59875,69.95125,44.9654526315789,31.3,65.05875,6,6,6,17.8867131578947,6.64875,36.3525,6.20684736842105,2.39875,12.05,287.999,288,288,0,0,0,16.2794763157895,2.59875,36.95125,,,,,,,,
18561,Friuli-Venezia Giulia,2020-05-01,146.305984210526,89.79875,233.61125,48.0827157894737,30.6,74.45125,43.7440815789474,26.84875,69.3025,6,6,6,17.2021631578947,6.25,34.9025,5.96181578947368,2.39875,11.75,293.999,294,294,0,0,0,15.0827157894737,0,41.45125,,,,,,,,
18562,Friuli-Venezia Giulia,2020-05-02,140.876478947368,75.0375,245.555,46.3657131578947,25.39875,78.06125,42.0695894736842,22.14375,73.305,5.478,2,10,16.1935078947368,5.89875,33.95375,5.68238157894737,2.3,11.4,299.477,296,304,0,0,0,13.3657131578947,0,45.06125,,,,,,,,
18563,Friuli-Venezia Giulia,2020-05-03,135.122868421053,59.89875,252.25125,44.8191684210526,23.84375,77.56,40.5886052631579,20.55,72.22,5.343,2,10,15.2172368421053,4.29375,33.655,5.34504736842105,1.55,11.4,304.82,298,314,0,0,0,11.8191684210526,0,44.56,,,,,,,,
18564,Friuli-Venezia Giulia,2020-05-04,129.698271052632,57.435,247.75625,43.33175,22.19625,77.81,39.1223736842105,18.9475,71.9675,5.156,2,10,14.18925,3.54625,32.2025,5.01631315789474,1.45,10.9025,309.976,300,324,0,0,0,10.33175,0,44.81,,,,,,,,
18565,Friuli-Venezia Giulia,2020-05-05,123.913134210526,52.5975,243.06625,41.6791894736842,20.34875,77.205,37.5037868421053,17.5425,71.25125,4.939,2,10,13.1803921052632,3.15,30.8525,4.66398421052632,1.3,10.555,314.915,302,334,0,0,0,8.67918947368421,0,44.205,,,,,,,,
18566,Friuli-Venezia Giulia,2020-05-06,117.297231578947,48.30875,237.37625,39.88885,18.4975,75.70625,35.7692447368421,15.8475,69.60375,4.725,2,9,12.1052552631579,3,28.5125,4.30582105263158,1.25,10.1,319.64,304,343,0,0,0,6.88885,0,42.70625,,,,,,,,
18567,Friuli-Venezia Giulia,2020-05-07,110.407123684211,43.3325,230.0625,37.9396052631579,16.7975,74.86,33.8890842105263,14.2475,68.65375,4.463,2,9,11.05015,2.9,27.85,3.94145263157895,1.2,9.6,324.103,306,352,0,0,0,4.93960526315789,0,41.86,,,,,,,,
18568,Friuli-Venezia Giulia,2020-05-08,103.442831578947,38.79875,222.2025,35.9432684210526,15.05,73.95125,31.9719868421053,12.84875,67.50125,4.199,1,9,10.0352894736842,2.79875,26.55125,3.61391315789474,1.14875,9.05,328.302,307,361,0,0,0,2.94326842105263,0,40.95125,,,,,,,,
18569,Friuli-Venezia Giulia,2020-05-09,96.3307342105263,36.1475,213.73,33.8409605263158,13.895,72.3075,29.9735105263158,11.5975,65.805,3.915,1,9,8.94997105263158,2.55,23.80125,3.25076578947368,1.05,8.65,332.217,308,370,0,0,0,0.84096052631579,0,39.3075,,,,,,,,
18570,Friuli-Venezia Giulia,2020-05-10,89.2499315789474,31.64625,203.535,31.4709789473684,12.2,69.80375,27.7824657894737,10.34875,63.105,3.636,1,8,8.04277368421053,0,22.45875,2.91893947368421,0.29875,7.90125,335.853,309,378,0,0,0,0,0,36.80375,,,,,,,,
4284,Italy,2020-02-24,96.992,77,124.5125,28.419,26.5,31.5,27.788,26,30,6,6,6,22.234,15,38,6.513,6,8,6,6,6,0,0,0,0,0,0,,,,,,,,
4285,Italy,2020-02-25,124.4575,99.4875,156.5,32.1445,30,35.5,31.324,29.5,34,2,2,2,33.4655,23.5,52.5,9.7255,9,11.5,8,8,8,0,0,0,0,0,0,,,,,,,,
4286,Italy,2020-02-26,163.625144422244,136.418818681319,197.647023809524,46.8826666666667,43.8333333333333,51,45.6018333333333,43,49,2,2,2,55.9761444222444,42.6178571428571,76.8990384615385,16.7381666666667,15,19.5,10,10,10,0,0,0,0,0,0,,,,,,,,
4287,Italy,2020-02-27,238.429257733443,205.888865546219,278.711046918767,68.3143333333333,64.5,73,66.6343333333333,63.8333333333333,70,3,3,3,81.8246133111986,65.8441822882999,104.816281512605,23.4316666666667,22,25.5,13,13,13,0,0,0,0,0,0,,,,,,,,
4288,Italy,2020-02-28,334.30092801806,295.653466386555,379.075945378151,95.5038333333333,91,101,93.2563333333333,90,97.5,7,7,7,103.979170284617,84.1215336134454,130.373416289593,30.1895,28.3333333333333,33.175,20,20,20,0,0,0,0,0,0,,,,,,,,
4289,Italy,2020-02-29,467.829294110301,421.166400560224,520.068058608059,132.096218964369,126.928571428571,137.976785714286,128.89357997003,124.575961538462,133.769642857143,6,6,6,148.019366092241,123.809957983193,178.537528011204,43.5923856310356,41.2495192307692,46.7146978021978,26,26,26,0,0,0,0,0,0,,,,,,,,
4290,Italy,2020-03-01,626.313574637372,573.026714608921,686.091396520147,180.316800454448,174.39271978022,187.228797672915,175.745123488276,170.667226890756,181.520168067227,9,9,9,181.932113860404,154.622326546003,216.092058823529,54.2205814900786,51.3541316526611,57.9415158371041,35,35,35,0,0,0,0,0,0,,,,,,,,
4291,Italy,2020-03-02,847.519950712845,783.824518422754,919.570399159664,244.034592490842,236.703151260504,252.040037168714,237.685642071654,231.489740896359,244.166701680672,15,15,15,245.008709408806,211.50268557423,285.948259803922,72.717792036395,69.3482843137255,77.2101015406163,50,50,50,0,0,0,0,0,0,,,,,,,,
4292,Italy,2020-03-03,1130.11061407678,1056.67428697592,1205.85363224237,324.532097091389,315.553950387847,333.579036845507,315.68822809323,308.880392156863,323.311522301228,22,22,22,319.866663363937,283.000506724957,366.629027470637,95.4975046005465,91.5180742296919,100.370157563025,72,72,72,0,0,0,0,0,0,,,,,,,,
4293,Italy,2020-03-04,1465.10235587881,1375.68701362782,1559.08165714059,420.198469864449,410.269444085326,430.336904761905,408.312036570537,400.24054567981,416.818151260504,28,28,28,394.376500593236,349.091927202055,446.768785566858,117.66637277306,112.81520900668,123.093315826331,100,100,100,0,0,0,0,0,0,,,,,,,,
4294,Italy,2020-03-05,1891.62076416673,1790.93660557644,1995.26436016512,544.989421351146,533.353036589636,556.955582579185,528.97448486413,519.209296218487,539.373347338935,40.001,40,40,509.12244010904,460.496689149344,567.689866535683,152.790951486697,147.317731092437,158.952146627882,140.001,140,140,0,0,0,0,0,0,,,,,,,,
4295,Italy,2020-03-06,2387.30957883823,2270.54481798387,2505.16022464249,687.183184572999,673.506079225212,701.469848702639,666.099144279817,655.104362100103,678.119883348076,49,49,49,604.950192919726,549.512919246646,666.180009653659,183.606763221853,177.159234667551,190.859697589562,189.001,189,189,0,0,0,0,0,0,,,,,,,,
4296,Italy,2020-03-07,2969.95694698613,2846.50338474864,3094.89306151408,860.296266149687,845.622632500369,876.06423462148,832.6077145938,820.183689739054,845.893337710084,65.999,66,66,730.16822963959,672.308132924222,792.741150670795,222.607081576688,215.390320541172,230.351301599587,255,255,255,0,0,0,0,0,0,,,,,,,,
4297,Italy,2020-03-08,3628.24045070952,3486.68806685832,3770.52916527745,1054.49887259085,1037.01748894295,1072.13974347634,1018.29460398194,1003.45495557332,1032.83897296975,86,86,86,845.548244810732,777.558368900192,916.774763286894,260.714606441159,252.579084061256,268.783005307386,341,341,341,0,0,0,0,0,0,,,,,,,,
4298,Italy,2020-03-09,4353.51771918968,4199.54405038331,4506.6846469114,1269.70997392174,1251.20950095828,1290.79172918155,1223.35395646023,1207.40246295887,1240.60850799935,106,106,106,974.499026402274,908.615849819685,1052.08057404541,301.936601330897,293.261039363114,312.148838087867,447,447,447,0,0,0,0,0,0,,,,,,,,
4299,Italy,2020-03-10,5119.70493958496,4956.22316027626,5288.12499065176,1502.77897827629,1481.34006824542,1524.79789326257,1444.59601249955,1427.00325685537,1464.13864624797,137.003,137,137,1086.86012053737,1013.82534658195,1167.35831011352,340.807171021217,331.709736657821,350.717288810261,584.003,584,584,0,0,0,0,0,0,,,,,,,,
4300,Italy,2020-03-11,5974.80218741069,5792.0614090373,6151.00717262614,1757.7710943435,1734.19288662834,1783.60512254902,1685.56521035255,1666.13259932921,1707.56222063927,163.001,163,163,1255.36366684228,1178.36445853038,1337.81855219568,393.426782733873,382.952311845791,405.106669246646,747.004,747,747,0,0,0,123.7710943435,100.192886628336,149.605122549019,,,,,,,,
4301,Italy,2020-03-12,6909.05256375876,6727.92355521156,7103.08440133729,2043.48810351124,2018.11765876796,2069.6764130065,1955.40305406907,1933.72128065852,1977.76907774952,197,197,197,1437.16921001595,1354.81034928951,1532.71478383459,450.907509167741,440.64786465244,462.110797383731,944.004,944,944,0,0,0,409.488103511242,384.11765876796,435.676413006498,,,,,,,,
4302,Italy,2020-03-13,7921.10235724391,7729.10023754239,8114.12957891051,2348.78740752278,2321.37750815458,2378.21788165266,2243.28005931448,2220.1434039142,2266.56784119518,228,228,228,1612.78888507397,1522.88915213893,1707.59853305492,505.890689642573,494.414157498526,518.880965833702,1172.004,1172,1172,0,0,0,714.787407522779,687.377508154578,744.217881652661,,,,,,,,
4303,Italy,2020-03-14,9065.35184884663,8861.48578468229,9272.48566210493,2699.50873215062,2671.7858282726,2729.14585305175,2574.16704814132,2550.58147792298,2598.32349882058,263.001,263,263,1860.34771688776,1765.62399440697,1959.47827344096,583.941906117915,571.415368384196,597.627885107991,1435.005,1435,1435,0,0,0,1065.50873215062,1037.7858282726,1095.14585305175,,,,,,,,
4304,Italy,2020-03-15,10277.4039451386,10058.1479234964,10515.6306031162,3073.34394254746,3041.66737506946,3106.38708492101,2925.42620377268,2898.57152771635,2950.91329408079,293.999,294,294,2039.60522503547,1944.94460134712,2147.80769441987,643.555002433244,629.569898785425,658.089093335715,1729.004,1729,1729,0,0,0,1439.34394254746,1407.66737506946,1472.38708492101,,,,,,,,
