V1,location_name,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,deaths_mean,deaths_lower,deaths_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,totdea_mean,totdea_lower,totdea_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
19712,Abruzzo,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19713,Abruzzo,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19714,Abruzzo,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19715,Abruzzo,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19716,Abruzzo,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19717,Abruzzo,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19718,Abruzzo,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19719,Abruzzo,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19720,Abruzzo,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19721,Abruzzo,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19722,Abruzzo,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19723,Abruzzo,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19724,Abruzzo,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19725,Abruzzo,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
19726,Abruzzo,2020-03-09,7.30288157894737,5.7,9.60125,2,2,2,2,2,2,0,0,0,7.30288157894737,5.7,9.60125,2,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,
19727,Abruzzo,2020-03-10,10.9486447368421,8.85,13.8,3,3,3,3,3,3,0,0,0,3.64576315789474,2.65,5.50125,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
19728,Abruzzo,2020-03-11,14.6389631578947,12.14875,17.95125,4,4,4,4,4,4,0,0,0,3.69031842105263,2.65,5.4,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
19729,Abruzzo,2020-03-12,21.9701342105263,18.7,26.05125,6.47852105263158,6.2,6.85,6.35571842105263,6.1,6.65,0,0,0,7.33117105263158,5.74875,9.8,2.47852105263158,2.2,2.85,0,0,0,0,0,0,0,0,0,,,,,,,,
19730,Abruzzo,2020-03-13,29.3134105263158,25.6,33.9,8.70693684210526,8.35,9.15,8.52317894736842,8.2,8.9,0,0,0,7.34327631578947,5.65,9.8,2.22841578947368,2.05,2.5,0,0,0,0,0,0,0,0,0,,,,,,,,
19731,Abruzzo,2020-03-14,40.3442131578947,35.35,45.55125,11.9434526315789,11.5,12.45,11.6988368421053,11.35,12.1,2,2,2,11.0308026315789,8.85,14,3.23651578947368,3.05,3.5,2,2,2,0,0,0,0,0,0,,,,,,,,
19732,Abruzzo,2020-03-15,52.9771973684211,47.75,59.155,14.4028210526316,13.9,15,14.03845,13.6,14.5,1,1,1,14.6329842105263,12.1,18.00375,4.45936842105263,4.15,4.85,3,3,3,0,0,0,0,0,0,,,,,,,,
19733,Abruzzo,2020-03-16,65.5474,59.79875,72.50125,18.8755421052632,18.25,19.6,18.3886657894737,17.9,19,1,1,1,18.3945631578947,15.49875,22.3525,5.47272105263158,5.2,5.85,4,4,4,0,0,0,0,0,0,,,,,,,,
19734,Abruzzo,2020-03-17,84.2150157894737,77.4,91.8,24.5815710526316,23.8,25.4,23.9070394736842,23.25,24.55125,2,2,2,22.0849631578947,18.89875,25.95125,6.70602894736842,6.34875,7.15125,6,6,6,0,0,0,0,0,0,,,,,,,,
19735,Abruzzo,2020-03-18,105.41915,97.89875,113.90125,30.5238710526316,29.65,31.6,29.6029289473684,28.89875,30.4,2,2,2,25.6579368421053,22.05,29.7,7.9423,7.5,8.5,8,8,8,0,0,0,0,0,0,,,,,,,,
19736,Abruzzo,2020-03-19,127.866018421053,118.7,137.55625,37.7057684210526,36.69875,38.85,36.4679605263158,35.65,37.4,3,3,3,29.3186710526316,25.54875,33.65,9.18189736842105,8.7,9.75125,11,11,11,0,0,0,1.70576842105263,0.698750000000003,2.85,,,,,,,,
19737,Abruzzo,2020-03-20,149.250826315789,139.94875,159.30125,44.1483263157895,42.95,45.4,42.5294552631579,41.5,43.6,4,4,4,29.2553631578947,25.3,33.85125,9.44255789473684,8.9,10.05,15,15,15,0,0,0,8.14832631578947,6.95,9.4,,,,,,,,
19738,Abruzzo,2020-03-21,170.916065789474,160.94375,181.55,50.7940394736842,49.4,52.2,48.7430973684211,47.6,49.90125,5,5,5,32.9910131578947,28.84875,37.75,10.6457131578947,10.1,11.3,20,20,20,0,0,0,14.7940394736842,13.4,16.2,,,,,,,,
19739,Abruzzo,2020-03-22,189.183305263158,178.8975,201.05625,56.6749447368421,55.15,58.25,54.1316815789474,52.89875,55.5,6.001,6,6,32.9579236842105,28.95,37.7525,10.8809052631579,10.25,11.55,26.001,26,26,0,0,0,20.6749447368421,19.15,22.25,,,,,,,,
19740,Abruzzo,2020-03-23,204.049089473684,193.3,215.15375,61.5588842105263,59.89875,63.3,58.5228526315789,57.15,59.95,7,7,7,33.07945,29.15,37.8075,10.8849394736842,10.2,11.65,33.001,33,33,0,0,0,25.5588842105263,23.89875,27.3,,,,,,,,
19741,Abruzzo,2020-03-24,219.072521052632,208.69875,231.0025,66.6851105263158,64.9,68.6,63.0862947368421,61.6,64.60125,8,8,8,36.6648368421053,32.24875,41.70125,12.1262263157895,11.4,12.85125,41.001,41,41,0,0,0,30.6851105263158,28.9,32.6,,,,,,,,
19742,Abruzzo,2020-03-25,234.366818421053,223.1475,246.8025,71.3097789473684,69.49875,73.35,67.2765789473684,65.75,68.9,8,8,8,40.3065210526316,35.6,45.70125,13.1031894736842,12.4,13.85,49.001,49,49,0,0,0,35.3097789473684,33.49875,37.35,,,,,,,,
19743,Abruzzo,2020-03-26,247.243468421053,235.65,259.90375,76.1853921052632,74.24875,78.35,71.6580184210526,70,73.5,9,9,9,40.3144157894737,35.64875,45.6,13.1040289473684,12.4,13.9,58.001,58,58,0,0,0,40.1853921052632,38.24875,42.35,,,,,,,,
19744,Abruzzo,2020-03-27,259.257247368421,247.25,272.0075,80.3086947368421,78.15,82.60125,75.2248052631579,73.39875,77.05,9,9,9,40.3842026315789,35.79875,45.80125,13.3598184210526,12.6,14.15125,67.001,67,67,0,0,0,44.3086947368421,42.15,46.60125,,,,,,,,
19745,Abruzzo,2020-03-28,265.064936842105,252.89875,277.75125,83.4389552631579,81.15,85.7,77.8046552631579,75.85,79.8,9,9,9,36.6724763157895,32.49875,42.05125,12.5896289473684,11.8,13.45,76.001,76,76,0,0,0,47.4389552631579,45.15,49.7,,,,,,,,
19746,Abruzzo,2020-03-29,270.366984210526,258.14875,283.15875,86.5789157894737,84.19875,89.1,80.3809236842105,78.25,82.4,10,10,10,36.6353026315789,32.3,41.85125,12.6126815789474,11.85,13.40125,86.001,86,86,0,0,0,50.5789157894737,48.19875,53.1,,,,,,,,
19747,Abruzzo,2020-03-30,271.141184210526,258.39875,284.50375,87.4626526315789,84.85,90.1,80.7806526315789,78.64875,83.00125,11,11,11,32.9780368421053,29.05,37.6525,11.5887657894737,10.85,12.45,97.001,97,97,0,0,0,51.4626526315789,48.85,54.1,,,,,,,,
19748,Abruzzo,2020-03-31,268.626444736842,256.15,282.4075,86.8479447368421,84.15,89.50125,79.8061789473684,77.5,82.00125,11,11,11,33.0267947368421,28.94875,37.5,11.3275921052632,10.6,12.15,108.001,108,108,0,0,0,50.8479447368421,48.15,53.50125,,,,,,,,
19749,Abruzzo,2020-04-01,259.75015,247.4975,274.255,85.0202973684211,82.35,87.70125,77.6767736842105,75.35,80.00125,11,11,11,29.3009657894737,25.3491447368421,33.95,10.35425,9.65,11.25,119.001,119,119,0,0,0,49.0202973684211,46.35,51.70125,,,,,,,,
19750,Abruzzo,2020-04-02,250.939292105263,238.85,264.65,82.7097894736842,80.05,85.4,75.1896342105263,72.84875,77.6,10.001,10,10,29.3635973684211,25.5975,34.40125,10.13205,9.44875,10.95125,129.002,129,129,0,0,0,46.7097894736842,44.05,49.4,,,,,,,,
19751,Abruzzo,2020-04-03,242.839494736842,230.79875,255.90375,81.2077131578947,78.6,84.10125,73.5571973684211,71.2,75.95,10,10,10,29.4016684210526,25.4,33.7525,10.1446368421053,9.45,10.9,139.002,139,139,0,0,0,45.2077131578947,42.6,48.10125,,,,,,,,
19752,Abruzzo,2020-04-04,236.873318421053,224.84875,249.7,79.2171447368421,76.55,81.9,71.5616789473684,69.1,73.75,9,9,9,29.3200078947368,25.55,33.9025,9.89033684210526,9.25,10.65,148.002,148,148,0,0,0,43.2171447368421,40.55,45.9,,,,,,,,
19753,Abruzzo,2020-04-05,231.771989473684,220.2425,244.65125,78.2279842105263,75.55,81.05,70.5669552631579,68.2,72.75,9,9,9,29.3616210526316,25.44875,33.90125,9.89577894736842,9.3,10.6,157.002,157,157,0,0,0,42.2279842105263,39.55,45.05,,,,,,,,
19754,Abruzzo,2020-04-06,228.879144736842,217.99625,241,76.9957394736842,74.35,79.75125,69.4023710526316,67.14875,71.6,8,8,8,29.3957,25.49875,34.10125,9.89398157894737,9.25,10.65,165.002,165,165,0,0,0,40.9957394736842,38.35,43.75125,,,,,,,,
19755,Abruzzo,2020-04-07,226.674771052632,215.59625,239.15625,76.7851078947368,74.1,79.55,69.253452631579,67,71.4,8,8,8,29.3234973684211,25.45,34.3,9.89255789473684,9.25,10.6,173.002,173,173,0,0,0,40.7851078947368,38.1,43.55,,,,,,,,
19756,Abruzzo,2020-04-08,226.619444736842,215.89375,238.56125,76.5749368421053,73.79875,79.40125,69.1044763157895,66.9,71.35,8,8,8,29.2362078947368,25.6,33.75,9.89385789473684,9.25,10.70125,181.002,181,181,0,0,0,40.5749368421053,37.79875,43.40125,,,,,,,,
19757,Abruzzo,2020-04-09,222.967465789474,211.7975,235.7,75.1052078947368,72.39875,77.75125,67.7532394736842,65.49875,69.9,8,8,8,25.7007789473684,22.1,30.00125,8.89008947368421,8.25,9.6,189.002,189,189,0,0,0,39.1052078947368,36.39875,41.75125,,,,,,,,
19758,Abruzzo,2020-04-10,218.875215789474,207.79875,231.35375,73.403597368421,70.74875,75.85,66.2197368421053,63.9,68.35,8,8,8,25.5416631578947,21.9975,29.75125,8.88701842105263,8.25,9.65125,197.002,197,197,0,0,0,37.4035973684211,34.74875,39.85,,,,,,,,
19759,Abruzzo,2020-04-11,211.352486842105,200.9,223.15375,70.6820552631579,68,73.25125,63.6887263157895,61.49875,65.9,8,8,8,22.0079105263158,18.74875,26.15125,7.89113947368421,7.25,8.65,205.002,205,205,0,0,0,34.6820552631579,32,37.25125,,,,,,,,
19760,Abruzzo,2020-04-12,203.703239473684,193.15,215.655,67.7693421052632,65.2,70.3,61.0070078947368,58.85,63.15,8,8,8,21.9225447368421,18.8,25.9025,7.67605263157895,7.1,8.35,213.002,213,213,0,0,0,31.7693421052632,29.2,34.3,,,,,,,,
19761,Abruzzo,2020-04-13,195.857592105263,185.44875,207.20125,65.0833052631579,62.6,67.60125,58.4950315789474,56.44875,60.7,8,8,8,22.0197815789474,18.8,25.7025,7.64155526315789,7.05,8.3,221.002,221,221,0,0,0,29.0833052631579,26.6,31.60125,,,,,,,,
19762,Abruzzo,2020-04-14,187.808052631579,178.29625,199.0025,62.1423184210526,59.69875,64.6,55.8042026315789,53.75,58.00125,7,7,7,21.9755684210526,18.6,26,7.41326315789474,6.84875,8.1,228.002,228,228,0,0,0,26.1423184210526,23.69875,28.6,,,,,,,,
19763,Abruzzo,2020-04-15,180.870494736842,171.69625,192.00125,60.4185289473684,57.95,62.85,54.2701,52.24875,56.45,7,7,7,22.0201921052632,18.9,25.9,7.40826052631579,6.9,8.05,235.002,235,235,0,0,0,24.4185289473684,21.95,26.85,,,,,,,,
19764,Abruzzo,2020-04-16,176.221665789474,166.69875,187.00125,58.6828184210526,56.39875,61.25,52.7296052631579,50.84875,54.8025,6,6,6,21.9646631578947,18.75,26,7.40892631578947,6.9,8,241.002,241,241,0,0,0,22.6828184210526,20.39875,25.25,,,,,,,,
19765,Abruzzo,2020-04-17,172.911055263158,163.1975,183.00125,58.1907973684211,55.99875,60.65125,52.3663315789474,50.45,54.35,6,6,6,21.9170894736842,18.5,25.65,7.39831578947368,6.85,8,247.002,247,247,0,0,0,22.1907973684211,19.99875,24.65125,,,,,,,,
19766,Abruzzo,2020-04-18,168.226534210526,158.49875,178.8025,56.7119973684211,54.5,59.25,51.0127315789474,49.2,52.95125,6,6,6,18.2643763157895,15.45,22.00125,6.41697894736842,5.9,7,253.002,253,253,0,0,0,20.7119973684211,18.5,23.25,,,,,,,,
19767,Abruzzo,2020-04-19,163.932792105263,154.6475,174.60125,55.2320631578947,52.99875,57.7,49.6540026315789,47.7,51.7,6,6,6,18.3525921052632,15.54875,22,6.41404736842105,5.85,7,259.002,259,259,0,0,0,19.2320631578947,16.99875,21.7,,,,,,,,
19768,Abruzzo,2020-04-20,159.523981578947,150.0975,169.605,53.7459236842105,51.74875,56.2,48.2973578947368,46.5,50.2,6,6,6,18.3456815789474,15.4475,21.95,6.40641842105263,5.85,7.05125,265.002,265,265,0,0,0,17.7459236842105,15.74875,20.2,,,,,,,,
19769,Abruzzo,2020-04-21,159.181981578947,150.09875,168.7025,53.0181657894737,50.94875,55.45,47.7564263157895,45.95,49.7,5.999,6,6,22.1255894736842,18.85,26.30125,7.1661,6.7,7.75,271.001,271,271,0,0,0,17.0181657894737,14.94875,19.45,,,,,,,,
19770,Abruzzo,2020-04-22,158.688013157895,149.55,168.3525,52.3002026315789,50.24875,54.70125,47.2330236842105,45.45,49.15,6,6,6,22.0040236842105,18.55,26.10125,7.17112631578947,6.7,7.75,277.001,277,277,0,0,0,16.3002026315789,14.24875,18.70125,,,,,,,,
19771,Abruzzo,2020-04-23,158.304689473684,149.54875,168.6525,51.6110105263158,49.55,53.95,46.7371210526316,45.05,48.55125,5,5,5,22.0622736842105,18.84875,26.00125,7.19782631578947,6.7,7.75,282.001,282,282,0,0,0,15.6110105263158,13.55,17.95,,,,,,,,
19772,Abruzzo,2020-04-24,158.958565789474,149.945,168.8025,52.1604526315789,50.15,54.45,47.4048078947368,45.75,49.25,5,5,5,22.0571052631579,18.75,26.25,7.44058157894737,6.9,8.05,287.001,287,287,0,0,0,16.1604526315789,14.15,18.45,,,,,,,,
19773,Abruzzo,2020-04-25,161.972165789474,152.74875,172.25,52.9002263157895,50.95,55.1,48.2069763157895,46.55,49.9525,5,5,5,22.0057342105263,18.74875,26.1,7.41582631578947,6.85,8.05,292.001,292,292,0,0,0,16.9002263157895,14.95,19.1,,,,,,,,
19774,Abruzzo,2020-04-26,164.920594736842,155.5975,174.65375,53.6698894736842,51.75,55.85125,49.0357921052632,47.45,50.85125,6,6,6,22.0199842105263,18.6975,25.75,7.41121842105263,6.9,8.05,298.001,298,298,0,0,0,17.6698894736842,15.75,19.85125,,,,,,,,
19775,Abruzzo,2020-04-27,162.973489473684,149.2975,180.55,52.6033447368421,49.2,57.05,47.9577394736842,44.85,52.205,6,6,6,18.0877684210526,7.94375,32.9525,6.34671842105263,3.6,10.35,304.001,304,304,0,0,0,16.6033447368421,13.2,21.05,,,,,,,,
19776,Abruzzo,2020-04-28,157.237168421053,135.745,187.9075,51.1997578947368,45.69875,59.10125,46.5543552631579,41.3,54.45125,6,6,6,16.8398263157895,6.5,31.20625,6.00467368421053,3.25,9.95,310.001,310,310,0,0,0,15.1997578947368,9.69875,23.10125,,,,,,,,
19777,Abruzzo,2020-04-29,150.357984210526,121.34875,193.15375,49.4150657894737,41.65,61.1025,44.7577947368421,37.1,56.35125,6,6,6,15.3850657894737,6.4,29.60125,5.62523421052632,3.15,9.40125,316.001,316,316,0,0,0,13.4150657894737,5.65,25.1025,,,,,,,,
19778,Abruzzo,2020-04-30,142.175644736842,106.45,197.17125,47.0234868421053,36.74875,63.20375,42.423397368421,32.3475,58.40375,6,6,6,14.1102710526316,5.85,27.855,5.00673684210526,2.35,9.6,322.001,322,322,0,0,0,11.0234868421053,0.74875,27.20375,,,,,,,,
19779,Abruzzo,2020-05-01,132.668576315789,89.74375,199.01,44.1170342105263,31.05,64.805,39.6055657894737,27,59.955,6,6,6,12.5345815789474,3.8475,25.65,4.51052631578947,1.5,9.05125,328.001,328,328,0,0,0,8.11703421052632,0,28.805,,,,,,,,
19780,Abruzzo,2020-05-02,121.76665,71.0975,200.3125,40.7293263157895,25.15,65.215,36.3324263157895,21.2475,60.5525,4.918,2,9,11.0983947368421,3.2,23.00375,4.02633947368421,1.35,8.1,332.919,330,337,0,0,0,4.72932631578947,0,29.215,,,,,,,,
19781,Abruzzo,2020-05-03,110.655994736842,56.04875,196.205,37.9874868421053,22.85,61.86,33.7131921052632,19.34875,56.51,4.591,2,8,9.81202105263158,2.95,20.90625,3.58257894736842,1.25,7.45,337.51,332,345.025,0,0,0,1.98748684210526,0,25.86,,,,,,,,
19782,Abruzzo,2020-05-04,101.079397368421,50.49625,185.155,35.3391473684211,21.05,58.8575,31.1588289473684,17.84875,53.4075,4.2,2,8,8.40875,2.85,19.005,3.10876052631579,1.2,6.75125,341.71,334,353.025,0,0,0,0,0,22.8575,,,,,,,,
19783,Abruzzo,2020-05-05,91.5235868421053,46.54375,172.815,32.6521184210526,19.1,55.42125,28.5873921052632,16.1475,50.165,3.833,2,7,7.22046842105263,2.69875,17.70125,2.68409736842105,1.15,6.15,345.543,336,361,0,0,0,0,0,19.42125,,,,,,,,
19784,Abruzzo,2020-05-06,82.2896763157895,39.8975,157.91625,29.9466473684211,16.69875,53.25375,26.0260552631579,13.9,47.9,3.421,1,7,6.20586315789474,0,15.5525,2.32535526315789,0.39875,5.4025,348.964,337,368,0,0,0,0,0,17.25375,,,,,,,,
19785,Abruzzo,2020-05-07,73.2935526315789,32.995,146.8575,27.0469289473684,14.34875,49.6625,23.3580236842105,11.64875,44.4025,3.034,1,6,5.20398684210526,0,13.70125,1.96186315789474,0.15,4.95125,351.998,338,374,0,0,0,0,0,13.6625,,,,,,,,
19786,Abruzzo,2020-05-08,65.04915,27.79875,134.2525,24.2120368421053,12.05,46.505,20.7828657894737,9.84875,41.35125,2.678,1,6,4.25451842105263,0,11.655,1.61493421052632,0.1,4.25,354.676,339,379,0,0,0,0,0,10.505,,,,,,,,
19787,Abruzzo,2020-05-09,57.1426157894737,23.09625,121.8775,21.4191368421053,9.8475,42.7575,18.2581526315789,7.95,37.90125,2.294,1,5,3.28888947368421,0,10.1,1.29631842105263,0,3.55125,356.97,340,384,0,0,0,0,0,6.75749999999999,,,,,,,,
19788,Abruzzo,2020-05-10,49.7015578947368,18.84875,107.32625,18.7296815789474,7.35,39.205,15.8592894736842,5.79875,34.35625,1.966,1,5,2.55343421052632,0,8.4525,1.03326315789474,0,2.95,358.936,341,389,0,0,0,0,0,3.205,,,,,,,,
20524,Basilicata,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20525,Basilicata,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20526,Basilicata,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20527,Basilicata,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20528,Basilicata,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20529,Basilicata,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20530,Basilicata,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20531,Basilicata,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20532,Basilicata,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20533,Basilicata,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20534,Basilicata,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20535,Basilicata,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20536,Basilicata,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20537,Basilicata,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20538,Basilicata,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20539,Basilicata,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20540,Basilicata,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20541,Basilicata,2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20542,Basilicata,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20543,Basilicata,2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20544,Basilicata,2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20545,Basilicata,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20546,Basilicata,2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20547,Basilicata,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20548,Basilicata,2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20549,Basilicata,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20550,Basilicata,2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
20551,Basilicata,2020-03-22,10.88955,8.8,13.75,3,3,3,3,3,3,0,0,0,10.88955,8.8,13.75,3,3,3,0,0,0,0,0,0,0,0,0,,,,,,,,
20552,Basilicata,2020-03-23,14.51575,12.09875,17.65125,4,4,4,4,4,4,0,0,0,3.6262,2.6,5.55,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
20553,Basilicata,2020-03-24,18.17815,15.29875,21.75125,5,5,5,5,5,5,0,0,0,3.6624,2.65,5.4,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
20554,Basilicata,2020-03-25,21.8223,18.6,25.80125,6.6986,6.3,7.10125,6.5134,6.2,6.9,0,0,0,3.64415,2.6,5.45,1.6986,1.3,2.10125,0,0,0,0,0,0,0,0,0,,,,,,,,
20555,Basilicata,2020-03-26,25.49475,21.85,29.65,7.92775,7.5,8.4,7.6844,7.3,8.1,0,0,0,3.67245,2.65,5.6,1.22915,1.05,1.5,0,0,0,0,0,0,0,0,0,,,,,,,,
20556,Basilicata,2020-03-27,29.1362,25.09875,33.75,9.16515,8.65,9.7,8.8594,8.45,9.3,3,3,3,3.64145,2.65,5.5,1.2374,1.05,1.55,3,3,3,0,0,0,0,0,0,,,,,,,,
20557,Basilicata,2020-03-28,29.7849,25.6475,34.9,7.4017,6.85,8.05,7.03495,6.6,7.55,1,1,1,3.6487,2.6,5.55,1.23655,1.05,1.55,4,4,4,0,0,0,0,0,0,,,,,,,,
20558,Basilicata,2020-03-29,25.2033,21.69875,29.95,7.6419,7,8.3,7.20885,6.75,7.8,1,1,1,3.60935,2.59875,5.35125,1.2402,1.05,1.55,5,5,5,0,0,0,0,0,0,,,,,,,,
20559,Basilicata,2020-03-30,25.466,21.9,30.1525,7.8734,7.2,8.6,7.38085,6.89875,8,1,1,1,3.65975,2.6,5.5,1.2315,1.05,1.5,6,6,6,0,0,0,0,0,0,,,,,,,,
20560,Basilicata,2020-03-31,25.67005,21.9475,30.40125,8.10785,7.45,8.85,7.5554,7,8.2,1,1,1,3.62905,2.65,5.45125,1.23445,1.05,1.5,7,7,7,0,0,0,0,0,0,,,,,,,,
20561,Basilicata,2020-04-01,25.88215,22.2,30.25,8.34115,7.6,9.15,7.72875,7.15,8.40125,1,1,1,3.6197,2.65,5.40125,1.2333,1.05,1.5,8,8,8,0,0,0,0,0,0,,,,,,,,
20562,Basilicata,2020-04-02,26.08585,22.49875,30.4,8.57465,7.84875,9.4,7.89845,7.3,8.6,1,1,1,3.63595,2.6,5.3,1.2335,1.05,1.5,9,9,9,0,0,0,0,0,0,,,,,,,,
20563,Basilicata,2020-04-03,26.29035,22.7,30.75,8.80635,8.05,9.6,8.071,7.45,8.8,1,1,1,3.61445,2.59875,5.55,1.2317,1.05,1.5,10,10,10,0,0,0,0,0,0,,,,,,,,
20564,Basilicata,2020-04-04,26.5161,22.9,31.05,9.04145,8.25,9.95,8.245,7.55,9,1,1,1,3.64,2.65,5.55,1.2351,1.05,1.5,11,11,11,0,0,0,0,0,0,,,,,,,,
20565,Basilicata,2020-04-05,26.79435,23.55,31.15125,9.27305,8.45,10.2,8.4145,7.75,9.25,1,1,1,3.6543,2.65,5.45,1.2316,1.05,1.5,12,12,12,0,0,0,0,0,0,,,,,,,,
